gals,field,morph,z,log_m,r_edge,sigma_edge,ar,pa,f1_maj,rec_maj,prec_maj,r_05,Deltar_05
13124,uds,DISKSPH,0.6430000066757202,10.345,6.5,28.777,0.55,82.2707,0.629,1.0,0.459,8.213870599012745,0.07378835015717466
1184,goodsn,DISKIRR,0.9712,10.314,12.5,9.297,0.5862,-24.4033,0.859,0.948,0.786,14.798356037152073,0.15186397356631565
9461,uds,DISKSPH,0.6507,10.543,13.5,12.973,0.5592,-13.1047,0.835,0.923,0.762,13.001264643322434,0.1583999252775855
9855,goodss,DISKSPH,0.7297999858856201,11.028,14.5,13.177,0.65,-37.0,0.839,0.931,0.764,17.95239532509733,0.4496478868593119
15535,goodsn,DISKIRR,0.761,10.762,13.5,7.587,0.6153,-47.8401,0.855,0.813,0.902,11.285217551792044,0.08432454523366273
27328,egs,DISKSPH,0.8974999785423279,10.458,6.5,22.614,0.6534,39.485,0.878,0.952,0.815,6.687728920893432,0.029709623548627495
9688,goodsn,DISK,0.8865,10.375,15.5,3.579,0.8952,-21.6665,0.878,0.786,0.993,17.277045256647547,0.023869789075635084
3755,egs,DISKIRR,1.03849995136261,10.338,11.5,20.148,0.5796,-5.8467,0.832,0.879,0.79,12.832121445338913,0.02894971342443453
13519,egs,DISK,0.7437000274658203,10.498,10.5,10.406,0.6083,66.6021,0.866,0.962,0.788,12.476150737020516,0.24220225274643747
11825,goodsn,DISK,0.845,10.803,13.5,10.022,0.9,0.0,0.921,0.854,1.0,12.477148634442159,0.04139741346117842
2699,cosmos,DISKSPH,0.728600025177002,10.266,8.5,10.418,0.7777,-33.6985,0.731,0.888,0.62,19.40388634390661,0.3398725411219925
18565,cosmos,DISK,0.8598999977111816,10.448,8.5,7.078,0.2206,40.6159,0.435,1.0,0.278,12.105316375444822,0.02424157740027144
12759,egs,DISK,0.418500006198883,10.561,18.5,1.586,0.63,17.0,0.896,0.824,0.982,20.207228165819213,0.016120256516481524
6472,goodss,DISK,0.7345,10.384,12.5,3.739,0.2113,-9.9832,0.705,0.994,0.546,13.032766596440945,0.0
777,goodsn,DISK,0.6381,10.636,17.5,1.928,0.261,-2.0054,0.881,0.972,0.805,17.40034151491512,0.023592919670871293
14775,goodss,DISKSPH,0.577,10.54,14.5,2.763,0.3644,-57.093,0.791,0.89,0.712,14.618667631838777,0.08845495522699598
15499,egs,DISKSPH,0.5674999952316284,10.519,8.5,20.625,0.4604,23.1379,0.671,1.0,0.505,10.27682258183977,0.11826497892005905
20931,goodsn,DISK,0.9438,10.402,18.5,3.603,0.4092,-40.407,0.739,0.988,0.59,22.85674343258913,0.15651665831335082
2693,goodss,DISKSPH,0.67,10.21,8.5,8.867,0.275,-49.0,0.554,1.0,0.383,9.2746397367006,0.03461988683907613
9899,uds,DISKSPH,0.6481,10.706,8.5,28.153,0.507,-78.8431,0.653,0.994,0.486,12.07025961371797,0.26862373390740224
26534,goodss,DISKIRR,0.7254999876022339,10.499,10.5,9.929,0.8056,66.202,0.938,0.926,0.951,10.738993752940495,0.09464253957481461
5047,egs,DISKSPH,0.8030999898910522,10.072,9.5,1.222,0.2905,-12.167,0.769,0.929,0.656,8.58262733889957,0.030863002802484774
26323,goodsn,DISKSPH,0.8352,10.996,14.5,18.86,0.5598,-83.6466,0.852,0.805,0.906,11.677296905949303,0.014655632682052278
10283,cosmos,DISKSPH,0.167,10.334,11.5,3.639,0.7802630427377006,110.80325943038712,0.916,0.845,0.998,11.347556795706288,0.13331637205442426
24311,goodsn,DISK,0.9175000190734864,9.896,11.5,4.662,0.3067,-55.5656,0.735,0.948,0.6,13.168661784822358,0.1359995281907398
5451,uds,DISKSPH,0.8138999938964844,10.655,10.5,24.888,0.3188,-1.3624,0.761,0.893,0.663,10.461143748830308,0.1326216420962245
529,goodsn,DISK,0.639,10.851,18.5,6.723,0.75,-78.0,0.877,0.783,0.997,16.834210063305118,0.08406206122231841
6253,cosmos,DISK,0.7273,10.576,11.5,8.634,0.441,74.8874,0.861,0.925,0.805,10.669617046098342,0.03041254463011489
2436,goodsn,DISKSPH,0.409,10.823,13.5,13.908,0.4338,-21.3062,0.623,0.989,0.455,15.412660888771187,0.25951731502919473
24833,goodsn,DISKSPH,0.8411,10.594,12.5,13.616,0.4406,-18.1619,0.864,0.88,0.849,12.220888521300315,0.0728805029567372
21024,uds,DISKIRR,1.0157999992370603,10.538,9.5,9.776,0.4611,8.8787,0.879,0.94,0.825,8.69436647199052,0.031257754373466784
13864,uds,DISK,0.7872,10.801,14.5,15.166,0.3425,-86.8258,0.818,0.952,0.718,13.50715548202566,0.002754067471321009
4600,goodsn,DISK,0.1363,10.168,17.5,0.32,0.7909475733092717,107.3915608316058,0.725,0.569,0.998,13.24097743423572,0.007435939103239031
16055,goodsn,DISK,0.971,10.383,17.5,3.902,0.8863,40.2868,0.857,0.763,0.976,18.3603548652355,0.0747009899854919
11535,goodsn,DISK,0.8493,10.461,18.5,2.427,0.3129,75.7202,0.813,0.974,0.697,18.051646375233464,0.020944729446836896
20219,goodss,DISK,0.738,11.022,20.5,5.588,0.5562,-83.0787,0.92,0.921,0.92,20.433834615585013,0.04217371477884857
31180,egs,DISKSPH,0.6696,10.696,10.5,19.75,0.4873,31.0846,0.676,1.0,0.511,14.014820293325801,0.25801515093265737
24293,goodsn,DISK,0.94,10.633,11.5,12.652,0.4539,-1.8296,0.758,0.92,0.644,16.169134614207916,0.35031619914308276
17578,cosmos,DISKIRR,0.7567999958992004,10.637,21.5,2.722,0.3128,20.7997,0.868,0.789,0.965,20.837340240484032,0.011754477124664153
13072,cosmos,DISK,0.7584999799728394,10.409,14.5,7.359,0.579,35.3437,0.907,0.843,0.981,12.660185150106456,0.04682814489418874
4115,uds,DISKSPH,1.0360000133514404,10.684,7.5,34.26,0.4283,-47.5998,0.694,1.0,0.531,10.623883095000005,0.19332308157004352
20657,cosmos,DISK,0.9049999713897704,10.358,11.5,13.28,0.5207,-4.7437,0.863,1.0,0.758,13.184734947936239,0.1763275421743301
24239,goodss,DISK,0.6715,10.819,15.5,6.611,0.7437,-77.354,0.878,0.979,0.796,17.0708018930624,0.027199165597277086
1673,cosmos,DISKSPH,0.6639,10.688,10.5,19.583,0.352,82.9487,0.69,1.0,0.527,10.979996884660553,0.0
17058,goodss,DISK,0.6218,10.845,23.5,2.664,0.8,155.0,0.945,0.952,0.939,25.452128270028386,0.10982899752265196
17991,goodss,DISKSPH,0.669,10.77,14.5,11.218,0.3284,-89.3308,0.67,0.928,0.525,15.174915996156765,0.26567665893642656
16487,cosmos,DISK,0.7549999952316284,10.245,10.5,12.226,0.5191,6.1894,0.858,0.986,0.76,13.270361916413025,0.06814012219733001
15928,cosmos,DISK,0.221614283564716,9.934,9.5,1.885,0.95,45.0,0.838,0.722,1.0,8.583941041860347,0.13902856002717634
5623,egs,DISKSPH,0.4370000064373016,10.516,17.5,5.098,0.5217,40.8009,0.806,0.705,0.941,14.814944262402028,0.23620868693695296
4227,goodsn,DISKSPH,0.5083,10.287,8.5,12.173,0.6884,89.5923,0.907,0.968,0.852,8.656794650425011,0.09564905179307259
28539,egs,DISKIRR,0.9803000092506408,10.343,12.5,19.961,0.6429,0.2825,0.839,0.82,0.858,11.487318482569524,0.06911272083218123
24322,goodss,DISK,0.5659,10.718,17.5,4.395,0.4,-7.5,0.926,0.957,0.897,18.28625705749621,0.003876425490226487
3150,cosmos,DISK,0.925100028514862,10.621,13.5,3.569,0.2245,55.7538,0.736,0.972,0.593,14.381416356742198,0.009703733583242169
3181,goodsn,DISKSPH,0.5609,10.623,11.5,8.51,0.8,-11.0,0.844,0.751,0.965,10.602437146152742,0.22367238632237918
9832,cosmos,DISK,0.7304,10.689,18.5,10.666,0.4295,-81.9698,0.908,0.884,0.935,16.182374428555807,0.09645111889199709
